event_index,crate7_trigger,crate7_tcp_fill,crate7_gpu_fill,crate8_trigger,crate8_tcp_fill,crate8_gpu_fill,filename
16160,774197,53300,53300,774709,53812,53812,run00322_00031.mid.lz4
16161,774198,53301,53301,774710,53813,53813,run00322_00031.mid.lz4
16162,774199,53302,53302,774711,53814,53814,run00322_00031.mid.lz4
16163,774200,53303,53303,774712,53815,53815,run00322_00031.mid.lz4
16164,774201,53304,53304,774713,53816,53816,run00322_00031.mid.lz4
16165,774202,53305,53305,774714,53817,53817,run00322_00031.mid.lz4
16166,774203,53306,53306,774715,53818,53818,run00322_00031.mid.lz4
16167,774204,53307,53307,774716,53819,53819,run00322_00031.mid.lz4
16168,774205,53308,53308,774717,53820,53820,run00322_00031.mid.lz4
16169,774206,53309,53309,774718,53821,53821,run00322_00031.mid.lz4
16170,774207,53310,53310,774719,53822,53822,run00322_00031.mid.lz4
16171,774208,53311,53311,774720,53823,53823,run00322_00031.mid.lz4
16172,774209,53312,53312,774721,53824,53824,run00322_00031.mid.lz4
16173,774210,53313,53313,774722,53825,53825,run00322_00031.mid.lz4
16174,774211,53314,53314,774723,53826,53826,run00322_00031.mid.lz4
16175,774212,53315,53315,774724,53827,53827,run00322_00031.mid.lz4
16176,774213,53316,53316,774725,53828,53828,run00322_00031.mid.lz4
16177,774214,53317,53317,774726,53829,53829,run00322_00031.mid.lz4
16178,774215,53318,53318,774727,53830,53830,run00322_00031.mid.lz4
16179,774216,53319,53319,774728,53831,53831,run00322_00031.mid.lz4
16180,774217,53320,53320,774729,53832,53832,run00322_00031.mid.lz4
16181,774218,53321,53321,774730,53833,53833,run00322_00031.mid.lz4
16182,774219,53322,53322,774731,53834,53834,run00322_00031.mid.lz4
16183,774220,53323,53323,774732,53835,53835,run00322_00031.mid.lz4
16184,774221,53324,53324,774733,53836,53836,run00322_00031.mid.lz4
16185,774222,53325,53325,774734,53837,53837,run00322_00031.mid.lz4
16186,774223,53326,53326,774735,53838,53838,run00322_00031.mid.lz4
16187,774224,53327,53327,774736,53839,53839,run00322_00031.mid.lz4
16188,774225,53328,53328,774737,53840,53840,run00322_00031.mid.lz4
16189,774226,53329,53329,774738,53841,53841,run00322_00031.mid.lz4
16190,774227,53330,53330,774739,53842,53842,run00322_00031.mid.lz4
16191,774228,53331,53331,774740,53843,53843,run00322_00031.mid.lz4
16192,774229,53332,53332,774741,53844,53844,run00322_00031.mid.lz4
16193,774230,53333,53333,774742,53845,53845,run00322_00031.mid.lz4
16194,774231,53334,53334,774743,53846,53846,run00322_00031.mid.lz4
16195,774232,53335,53335,774744,53847,53847,run00322_00031.mid.lz4
16196,774233,53336,53336,774745,53848,53848,run00322_00031.mid.lz4
16197,774234,53337,53337,774746,53849,53849,run00322_00031.mid.lz4
16198,774235,53338,53338,774747,53850,53850,run00322_00031.mid.lz4
16199,774236,53339,53339,774748,53851,53851,run00322_00031.mid.lz4
16200,774237,53340,53340,774749,53852,53852,run00322_00031.mid.lz4
16201,774238,53341,53341,774750,53853,53853,run00322_00031.mid.lz4
16202,774239,53342,53342,774751,53854,53854,run00322_00031.mid.lz4
16203,774240,53343,53343,774752,53855,53855,run00322_00031.mid.lz4
16204,774241,53344,53344,774753,53856,53856,run00322_00031.mid.lz4
16205,774242,53345,53345,774754,53857,53857,run00322_00031.mid.lz4
16206,774243,53346,53346,774755,53858,53858,run00322_00031.mid.lz4
16207,774244,53347,53347,774756,53859,53859,run00322_00031.mid.lz4
16208,774245,53348,53348,774757,53860,53860,run00322_00031.mid.lz4
16209,774246,53349,53349,774758,53861,53861,run00322_00031.mid.lz4
16210,774247,53350,53350,774759,53862,53862,run00322_00031.mid.lz4
16211,774248,53351,53351,774760,53863,53863,run00322_00031.mid.lz4
16212,774249,53352,53352,774761,53864,53864,run00322_00031.mid.lz4
16213,774250,53353,53353,774762,53865,53865,run00322_00031.mid.lz4
16214,774251,53354,53354,774763,53866,53866,run00322_00031.mid.lz4
16215,774252,53355,53355,774764,53867,53867,run00322_00031.mid.lz4
16216,774253,53356,53356,774765,53868,53868,run00322_00031.mid.lz4
16217,774254,53357,53357,774766,53869,53869,run00322_00031.mid.lz4
16218,774255,53358,53358,774767,53870,53870,run00322_00031.mid.lz4
16219,774256,53359,53359,774768,53871,53871,run00322_00031.mid.lz4
16220,774257,53360,53360,774769,53872,53872,run00322_00031.mid.lz4
16221,774258,53361,53361,774770,53873,53873,run00322_00031.mid.lz4
16222,774259,53362,53362,774771,53874,53874,run00322_00031.mid.lz4
16223,774260,53363,53363,774772,53875,53875,run00322_00031.mid.lz4
16224,774261,53364,53364,774773,53876,53876,run00322_00031.mid.lz4
16225,774262,53365,53365,774774,53877,53877,run00322_00031.mid.lz4
16226,774263,53366,53366,774775,53878,53878,run00322_00031.mid.lz4
16227,774264,53367,53367,774776,53879,53879,run00322_00031.mid.lz4
16228,774265,53368,53368,774777,53880,53880,run00322_00031.mid.lz4
16229,774266,53369,53369,774778,53881,53881,run00322_00031.mid.lz4
16230,774267,53370,53370,774779,53882,53882,run00322_00031.mid.lz4
16231,774268,53371,53371,774780,53883,53883,run00322_00031.mid.lz4
16232,774269,53372,53372,774781,53884,53884,run00322_00031.mid.lz4
16233,774270,53373,53373,774782,53885,53885,run00322_00031.mid.lz4
16234,774271,53374,53374,774783,53886,53886,run00322_00031.mid.lz4
16235,774272,53375,53375,774784,53887,53887,run00322_00031.mid.lz4
16236,774273,53376,53376,774785,53888,53888,run00322_00031.mid.lz4
16237,774274,53377,53377,774786,53889,53889,run00322_00031.mid.lz4
16238,774275,53378,53378,774787,53890,53890,run00322_00031.mid.lz4
16239,774276,53379,53379,774788,53891,53891,run00322_00031.mid.lz4
16240,774277,53380,53380,774789,53892,53892,run00322_00031.mid.lz4
16241,774278,53381,53381,774790,53893,53893,run00322_00031.mid.lz4
16242,774279,53382,53382,774791,53894,53894,run00322_00031.mid.lz4
16243,774280,53383,53383,774792,53895,53895,run00322_00031.mid.lz4
16244,774281,53384,53384,774793,53896,53896,run00322_00031.mid.lz4
16245,774282,53385,53385,774794,53897,53897,run00322_00031.mid.lz4
16246,774283,53386,53386,774795,53898,53898,run00322_00031.mid.lz4
16247,774284,53387,53387,774796,53899,53899,run00322_00031.mid.lz4
16248,774285,53388,53388,774797,53900,53900,run00322_00031.mid.lz4
16249,774286,53389,53389,774798,53901,53901,run00322_00031.mid.lz4
16250,774287,53390,53390,774799,53902,53902,run00322_00031.mid.lz4
16251,774288,53391,53391,774800,53903,53903,run00322_00031.mid.lz4
16252,774289,53392,53392,774801,53904,53904,run00322_00031.mid.lz4
16253,774290,53393,53393,774802,53905,53905,run00322_00031.mid.lz4
16254,774291,53394,53394,774803,53906,53906,run00322_00031.mid.lz4
16255,774292,53395,53395,774804,53907,53907,run00322_00031.mid.lz4
16256,774293,53396,53396,774805,53908,53908,run00322_00031.mid.lz4
16257,774294,53397,53397,774806,53909,53909,run00322_00031.mid.lz4
16258,774295,53398,53398,774807,53910,53910,run00322_00031.mid.lz4
16259,774296,53399,53399,774808,53911,53911,run00322_00031.mid.lz4
16260,774297,53400,53400,774809,53912,53912,run00322_00031.mid.lz4
16261,774298,53401,53401,774810,53913,53913,run00322_00031.mid.lz4
16262,774299,53402,53402,774811,53914,53914,run00322_00031.mid.lz4
16263,774300,53403,53403,774812,53915,53915,run00322_00031.mid.lz4
16264,774301,53404,53404,774813,53916,53916,run00322_00031.mid.lz4
16265,774302,53405,53405,774814,53917,53917,run00322_00031.mid.lz4
16266,774303,53406,53406,774815,53918,53918,run00322_00031.mid.lz4
16267,774304,53407,53407,774816,53919,53919,run00322_00031.mid.lz4
16268,774305,53408,53408,774817,53920,53920,run00322_00031.mid.lz4
16269,774306,53409,53409,774818,53921,53921,run00322_00031.mid.lz4
16270,774307,53410,53410,774819,53922,53922,run00322_00031.mid.lz4
16271,774308,53411,53411,774820,53923,53923,run00322_00031.mid.lz4
16272,774309,53412,53412,774821,53924,53924,run00322_00031.mid.lz4
16273,774310,53413,53413,774822,53925,53925,run00322_00031.mid.lz4
16274,774311,53414,53414,774823,53926,53926,run00322_00031.mid.lz4
16275,774312,53415,53415,774824,53927,53927,run00322_00031.mid.lz4
16276,774313,53416,53416,774825,53928,53928,run00322_00031.mid.lz4
16277,774314,53417,53417,774826,53929,53929,run00322_00031.mid.lz4
16278,774315,53418,53418,774827,53930,53930,run00322_00031.mid.lz4
16279,774316,53419,53419,774828,53931,53931,run00322_00031.mid.lz4
16280,774317,53420,53420,774829,53932,53932,run00322_00031.mid.lz4
16281,774318,53421,53421,774830,53933,53933,run00322_00031.mid.lz4
16282,774319,53422,53422,774831,53934,53934,run00322_00031.mid.lz4
16283,774320,53423,53423,774832,53935,53935,run00322_00031.mid.lz4
16284,774321,53424,53424,774833,53936,53936,run00322_00031.mid.lz4
16285,774322,53425,53425,774834,53937,53937,run00322_00031.mid.lz4
16286,774323,53426,53426,774835,53938,53938,run00322_00031.mid.lz4
16287,774324,53427,53427,774836,53939,53939,run00322_00031.mid.lz4
16288,774325,53428,53428,774837,53940,53940,run00322_00031.mid.lz4
16289,774326,53429,53429,774838,53941,53941,run00322_00031.mid.lz4
16290,774327,53430,53430,774839,53942,53942,run00322_00031.mid.lz4
16291,774328,53431,53431,774840,53943,53943,run00322_00031.mid.lz4
16292,774329,53432,53432,774841,53944,53944,run00322_00031.mid.lz4
16293,774330,53433,53433,774842,53945,53945,run00322_00031.mid.lz4
16294,774331,53434,53434,774843,53946,53946,run00322_00031.mid.lz4
16295,774332,53435,53435,774844,53947,53947,run00322_00031.mid.lz4
16296,774333,53436,53436,774845,53948,53948,run00322_00031.mid.lz4
16297,774334,53437,53437,774846,53949,53949,run00322_00031.mid.lz4
16298,774335,53438,53438,774847,53950,53950,run00322_00031.mid.lz4
16299,774336,53439,53439,774848,53951,53951,run00322_00031.mid.lz4
16300,774337,53440,53440,774849,53952,53952,run00322_00031.mid.lz4
16301,774338,53441,53441,774850,53953,53953,run00322_00031.mid.lz4
16302,774339,53442,53442,774851,53954,53954,run00322_00031.mid.lz4
16303,774340,53443,53443,774852,53955,53955,run00322_00031.mid.lz4
16304,774341,53444,53444,774853,53956,53956,run00322_00031.mid.lz4
16305,774342,53445,53445,774854,53957,53957,run00322_00031.mid.lz4
16306,774343,53446,53446,774855,53958,53958,run00322_00031.mid.lz4
16307,774344,53447,53447,774856,53959,53959,run00322_00031.mid.lz4
16308,774345,53448,53448,774857,53960,53960,run00322_00031.mid.lz4
16309,774346,53449,53449,774858,53961,53961,run00322_00031.mid.lz4
16310,774347,53450,53450,774859,53962,53962,run00322_00031.mid.lz4
16311,774348,53451,53451,774860,53963,53963,run00322_00031.mid.lz4
16312,774349,53452,53452,774861,53964,53964,run00322_00031.mid.lz4
16313,774350,53453,53453,774862,53965,53965,run00322_00031.mid.lz4
16314,774351,53454,53454,774863,53966,53966,run00322_00031.mid.lz4
16315,774352,53455,53455,774864,53967,53967,run00322_00031.mid.lz4
16316,774353,53456,53456,774865,53968,53968,run00322_00031.mid.lz4
16317,774354,53457,53457,774866,53969,53969,run00322_00031.mid.lz4
16318,774355,53458,53458,774867,53970,53970,run00322_00031.mid.lz4
16319,774356,53459,53459,774868,53971,53971,run00322_00031.mid.lz4
16320,774357,53460,53460,774869,53972,53972,run00322_00031.mid.lz4
16321,774358,53461,53461,774870,53973,53973,run00322_00031.mid.lz4
16322,774359,53462,53462,774871,53974,53974,run00322_00031.mid.lz4
16323,774360,53463,53463,774872,53975,53975,run00322_00031.mid.lz4
16324,774361,53464,53464,774873,53976,53976,run00322_00031.mid.lz4
16325,774362,53465,53465,774874,53977,53977,run00322_00031.mid.lz4
16326,774363,53466,53466,774875,53978,53978,run00322_00031.mid.lz4
16327,774364,53467,53467,774876,53979,53979,run00322_00031.mid.lz4
16328,774365,53468,53468,774877,53980,53980,run00322_00031.mid.lz4
16329,774366,53469,53469,774878,53981,53981,run00322_00031.mid.lz4
16330,774367,53470,53470,774879,53982,53982,run00322_00031.mid.lz4
16331,774368,53471,53471,774880,53983,53983,run00322_00031.mid.lz4
16332,774369,53472,53472,774881,53984,53984,run00322_00031.mid.lz4
16333,774370,53473,53473,774882,53985,53985,run00322_00031.mid.lz4
16334,774371,53474,53474,774883,53986,53986,run00322_00031.mid.lz4
16335,774372,53475,53475,774884,53987,53987,run00322_00031.mid.lz4
16336,774373,53476,53476,774885,53988,53988,run00322_00031.mid.lz4
16337,774374,53477,53477,774886,53989,53989,run00322_00031.mid.lz4
16338,774375,53478,53478,774887,53990,53990,run00322_00031.mid.lz4
16339,774376,53479,53479,774888,53991,53991,run00322_00031.mid.lz4
16340,774377,53480,53480,774889,53992,53992,run00322_00031.mid.lz4
16341,774378,53481,53481,774890,53993,53993,run00322_00031.mid.lz4
16342,774379,53482,53482,774891,53994,53994,run00322_00031.mid.lz4
16343,774380,53483,53483,774892,53995,53995,run00322_00031.mid.lz4
16344,774381,53484,53484,774893,53996,53996,run00322_00031.mid.lz4
16345,774382,53485,53485,774894,53997,53997,run00322_00031.mid.lz4
16346,774383,53486,53486,774895,53998,53998,run00322_00031.mid.lz4
16347,774384,53487,53487,774896,53999,53999,run00322_00031.mid.lz4
16348,774385,53488,53488,774897,54000,54000,run00322_00031.mid.lz4
16349,774386,53489,53489,774898,54001,54001,run00322_00031.mid.lz4
16350,774387,53490,53490,774899,54002,54002,run00322_00031.mid.lz4
16351,774388,53491,53491,774900,54003,54003,run00322_00031.mid.lz4
16352,774389,53492,53492,774901,54004,54004,run00322_00031.mid.lz4
16353,774390,53493,53493,774902,54005,54005,run00322_00031.mid.lz4
16354,774391,53494,53494,774903,54006,54006,run00322_00031.mid.lz4
16355,774392,53495,53495,774904,54007,54007,run00322_00031.mid.lz4
16356,774393,53496,53496,774905,54008,54008,run00322_00031.mid.lz4
16357,774394,53497,53497,774906,54009,54009,run00322_00031.mid.lz4
16358,774395,53498,53498,774907,54010,54010,run00322_00031.mid.lz4
16359,774396,53499,53499,774908,54011,54011,run00322_00031.mid.lz4
16360,774397,53500,53500,774909,54012,54012,run00322_00031.mid.lz4
16361,774398,53501,53501,774910,54013,54013,run00322_00031.mid.lz4
16362,774399,53502,53502,774911,54014,54014,run00322_00031.mid.lz4
16363,774400,53503,53503,774912,54015,54015,run00322_00031.mid.lz4
16364,774401,53504,53504,774913,54016,54016,run00322_00031.mid.lz4
16365,774402,53505,53505,774914,54017,54017,run00322_00031.mid.lz4
16366,774403,53506,53506,774915,54018,54018,run00322_00031.mid.lz4
16367,774404,53507,53507,774916,54019,54019,run00322_00031.mid.lz4
16368,774405,53508,53508,774917,54020,54020,run00322_00031.mid.lz4
16369,774406,53509,53509,774918,54021,54021,run00322_00031.mid.lz4
16370,774407,53510,53510,774919,54022,54022,run00322_00031.mid.lz4
16371,774408,53511,53511,774920,54023,54023,run00322_00031.mid.lz4
16372,774409,53512,53512,774921,54024,54024,run00322_00031.mid.lz4
16373,774410,53513,53513,774922,54025,54025,run00322_00031.mid.lz4
16374,774411,53514,53514,774923,54026,54026,run00322_00031.mid.lz4
16375,774412,53515,53515,774924,54027,54027,run00322_00031.mid.lz4
16376,774413,53516,53516,774925,54028,54028,run00322_00031.mid.lz4
16377,774414,53517,53517,774926,54029,54029,run00322_00031.mid.lz4
16378,774415,53518,53518,774927,54030,54030,run00322_00031.mid.lz4
16379,774416,53519,53519,774928,54031,54031,run00322_00031.mid.lz4
16380,774417,53520,53520,774929,54032,54032,run00322_00031.mid.lz4
16381,774418,53521,53521,774930,54033,54033,run00322_00031.mid.lz4
16382,774419,53522,53522,774931,54034,54034,run00322_00031.mid.lz4
16383,774420,53523,53523,774932,54035,54035,run00322_00031.mid.lz4
16384,774421,53524,53524,774933,54036,54036,run00322_00031.mid.lz4
16385,774422,53525,53525,774934,54037,54037,run00322_00031.mid.lz4
16386,774423,53526,53526,774935,54038,54038,run00322_00031.mid.lz4
16387,774424,53527,53527,774936,54039,54039,run00322_00031.mid.lz4
16388,774425,53528,53528,774937,54040,54040,run00322_00031.mid.lz4
16389,774426,53529,53529,774938,54041,54041,run00322_00031.mid.lz4
16390,774427,53530,53530,774939,54042,54042,run00322_00031.mid.lz4
16391,774428,53531,53531,774940,54043,54043,run00322_00031.mid.lz4
16392,774429,53532,53532,774941,54044,54044,run00322_00031.mid.lz4
16393,774430,53533,53533,774942,54045,54045,run00322_00031.mid.lz4
16394,774431,53534,53534,774943,54046,54046,run00322_00031.mid.lz4
16395,774432,53535,53535,774944,54047,54047,run00322_00031.mid.lz4
16396,774433,53536,53536,774945,54048,54048,run00322_00031.mid.lz4
16397,774434,53537,53537,774946,54049,54049,run00322_00031.mid.lz4
16398,774435,53538,53538,774947,54050,54050,run00322_00031.mid.lz4
16399,774436,53539,53539,774948,54051,54051,run00322_00031.mid.lz4
16400,774437,53540,53540,774949,54052,54052,run00322_00031.mid.lz4
16401,774438,53541,53541,774950,54053,54053,run00322_00031.mid.lz4
16402,774439,53542,53542,774951,54054,54054,run00322_00031.mid.lz4
16403,774440,53543,53543,774952,54055,54055,run00322_00031.mid.lz4
16404,774441,53544,53544,774953,54056,54056,run00322_00031.mid.lz4
16405,774442,53545,53545,774954,54057,54057,run00322_00031.mid.lz4
16406,774443,53546,53546,774955,54058,54058,run00322_00031.mid.lz4
16407,774444,53547,53547,774956,54059,54059,run00322_00031.mid.lz4
16408,774445,53548,53548,774957,54060,54060,run00322_00031.mid.lz4
16409,774446,53549,53549,774958,54061,54061,run00322_00031.mid.lz4
16410,774447,53550,53550,774959,54062,54062,run00322_00031.mid.lz4
16411,774448,53551,53551,774960,54063,54063,run00322_00031.mid.lz4
16412,774449,53552,53552,774961,54064,54064,run00322_00031.mid.lz4
16413,774450,53553,53553,774962,54065,54065,run00322_00031.mid.lz4
16414,774451,53554,53554,774963,54066,54066,run00322_00031.mid.lz4
16415,774452,53555,53555,774964,54067,54067,run00322_00031.mid.lz4
16416,774453,53556,53556,774965,54068,54068,run00322_00031.mid.lz4
16417,774454,53557,53557,774966,54069,54069,run00322_00031.mid.lz4
16418,774455,53558,53558,774967,54070,54070,run00322_00031.mid.lz4
16419,774456,53559,53559,774968,54071,54071,run00322_00031.mid.lz4
16420,774457,53560,53560,774969,54072,54072,run00322_00031.mid.lz4
16421,774458,53561,53561,774970,54073,54073,run00322_00031.mid.lz4
16422,774459,53562,53562,774971,54074,54074,run00322_00031.mid.lz4
16423,774460,53563,53563,774972,54075,54075,run00322_00031.mid.lz4
16424,774461,53564,53564,774973,54076,54076,run00322_00031.mid.lz4
16425,774462,53565,53565,774974,54077,54077,run00322_00031.mid.lz4
16426,774463,53566,53566,774975,54078,54078,run00322_00031.mid.lz4
16427,774464,53567,53567,774976,54079,54079,run00322_00031.mid.lz4
16428,774465,53568,53568,774977,54080,54080,run00322_00031.mid.lz4
16429,774466,53569,53569,774978,54081,54081,run00322_00031.mid.lz4
16430,774467,53570,53570,774979,54082,54082,run00322_00031.mid.lz4
16431,774468,53571,53571,774980,54083,54083,run00322_00031.mid.lz4
16432,774469,53572,53572,774981,54084,54084,run00322_00031.mid.lz4
16433,774470,53573,53573,774982,54085,54085,run00322_00031.mid.lz4
16434,774471,53574,53574,774983,54086,54086,run00322_00031.mid.lz4
16435,774472,53575,53575,774984,54087,54087,run00322_00031.mid.lz4
16436,774473,53576,53576,774985,54088,54088,run00322_00031.mid.lz4
16437,774474,53577,53577,774986,54089,54089,run00322_00031.mid.lz4
16438,774475,53578,53578,774987,54090,54090,run00322_00031.mid.lz4
16439,774476,53579,53579,774988,54091,54091,run00322_00031.mid.lz4
16440,774477,53580,53580,774989,54092,54092,run00322_00031.mid.lz4
16441,774478,53581,53581,774990,54093,54093,run00322_00031.mid.lz4
16442,774479,53582,53582,774991,54094,54094,run00322_00031.mid.lz4
16443,774480,53583,53583,774992,54095,54095,run00322_00031.mid.lz4
16444,774481,53584,53584,774993,54096,54096,run00322_00031.mid.lz4
16445,774482,53585,53585,774994,54097,54097,run00322_00031.mid.lz4
16446,774483,53586,53586,774995,54098,54098,run00322_00031.mid.lz4
16447,774484,53587,53587,774996,54099,54099,run00322_00031.mid.lz4
16448,774485,53588,53588,774997,54100,54100,run00322_00031.mid.lz4
16449,774486,53589,53589,774998,54101,54101,run00322_00031.mid.lz4
16450,774487,53590,53590,774999,54102,54102,run00322_00031.mid.lz4
16451,774488,53591,53591,775000,54103,54103,run00322_00031.mid.lz4
16452,774489,53592,53592,775001,54104,54104,run00322_00031.mid.lz4
16453,774490,53593,53593,775002,54105,54105,run00322_00031.mid.lz4
16454,774491,53594,53594,775003,54106,54106,run00322_00031.mid.lz4
16455,774492,53595,53595,775004,54107,54107,run00322_00031.mid.lz4
16456,774493,53596,53596,775005,54108,54108,run00322_00031.mid.lz4
16457,774494,53597,53597,775006,54109,54109,run00322_00031.mid.lz4
16458,774495,53598,53598,775007,54110,54110,run00322_00031.mid.lz4
16459,774496,53599,53599,775008,54111,54111,run00322_00031.mid.lz4
16460,774497,53600,53600,775009,54112,54112,run00322_00031.mid.lz4
16461,774498,53601,53601,775010,54113,54113,run00322_00031.mid.lz4
16462,774499,53602,53602,775011,54114,54114,run00322_00031.mid.lz4
16463,774500,53603,53603,775012,54115,54115,run00322_00031.mid.lz4
16464,774501,53604,53604,775013,54116,54116,run00322_00031.mid.lz4
16465,774502,53605,53605,775014,54117,54117,run00322_00031.mid.lz4
16466,774503,53606,53606,775015,54118,54118,run00322_00031.mid.lz4
16467,774504,53607,53607,775016,54119,54119,run00322_00031.mid.lz4
16468,774505,53608,53608,775017,54120,54120,run00322_00031.mid.lz4
16469,774506,53609,53609,775018,54121,54121,run00322_00031.mid.lz4
16470,774507,53610,53610,775019,54122,54122,run00322_00031.mid.lz4
16471,774508,53611,53611,775020,54123,54123,run00322_00031.mid.lz4
16472,774509,53612,53612,775021,54124,54124,run00322_00031.mid.lz4
16473,774510,53613,53613,775022,54125,54125,run00322_00031.mid.lz4
16474,774511,53614,53614,775023,54126,54126,run00322_00031.mid.lz4
16475,774512,53615,53615,775024,54127,54127,run00322_00031.mid.lz4
16476,774513,53616,53616,775025,54128,54128,run00322_00031.mid.lz4
16477,774514,53617,53617,775026,54129,54129,run00322_00031.mid.lz4
16478,774515,53618,53618,775027,54130,54130,run00322_00031.mid.lz4
16479,774516,53619,53619,775028,54131,54131,run00322_00031.mid.lz4
16480,774517,53620,53620,775029,54132,54132,run00322_00031.mid.lz4
16481,774518,53621,53621,775030,54133,54133,run00322_00031.mid.lz4
16482,774519,53622,53622,775031,54134,54134,run00322_00031.mid.lz4
16483,774520,53623,53623,775032,54135,54135,run00322_00031.mid.lz4
16484,774521,53624,53624,775033,54136,54136,run00322_00031.mid.lz4
16485,774522,53625,53625,775034,54137,54137,run00322_00031.mid.lz4
16486,774523,53626,53626,775035,54138,54138,run00322_00031.mid.lz4
16487,774524,53627,53627,775036,54139,54139,run00322_00031.mid.lz4
16488,774525,53628,53628,775037,54140,54140,run00322_00031.mid.lz4
16489,774526,53629,53629,775038,54141,54141,run00322_00031.mid.lz4
16490,774527,53630,53630,775039,54142,54142,run00322_00031.mid.lz4
16491,774528,53631,53631,775040,54143,54143,run00322_00031.mid.lz4
16492,774529,53632,53632,775041,54144,54144,run00322_00031.mid.lz4
16493,774530,53633,53633,775042,54145,54145,run00322_00031.mid.lz4
16494,774531,53634,53634,775043,54146,54146,run00322_00031.mid.lz4
16495,774532,53635,53635,775044,54147,54147,run00322_00031.mid.lz4
16496,774533,53636,53636,775045,54148,54148,run00322_00031.mid.lz4
16497,774534,53637,53637,775046,54149,54149,run00322_00031.mid.lz4
16498,774535,53638,53638,775047,54150,54150,run00322_00031.mid.lz4
16499,774536,53639,53639,775048,54151,54151,run00322_00031.mid.lz4
16500,774537,53640,53640,775049,54152,54152,run00322_00031.mid.lz4
16501,774538,53641,53641,775050,54153,54153,run00322_00031.mid.lz4
16502,774539,53642,53642,775051,54154,54154,run00322_00031.mid.lz4
16503,774540,53643,53643,775052,54155,54155,run00322_00031.mid.lz4
16504,774541,53644,53644,775053,54156,54156,run00322_00031.mid.lz4
16505,774542,53645,53645,775054,54157,54157,run00322_00031.mid.lz4
16506,774543,53646,53646,775055,54158,54158,run00322_00031.mid.lz4
16507,774544,53647,53647,775056,54159,54159,run00322_00031.mid.lz4
16508,774545,53648,53648,775057,54160,54160,run00322_00031.mid.lz4
16509,774546,53649,53649,775058,54161,54161,run00322_00031.mid.lz4
16510,774547,53650,53650,775059,54162,54162,run00322_00031.mid.lz4
16511,774548,53651,53651,775060,54163,54163,run00322_00031.mid.lz4
16512,774549,53652,53652,775061,54164,54164,run00322_00031.mid.lz4
16513,774550,53653,53653,775062,54165,54165,run00322_00031.mid.lz4
16514,774551,53654,53654,775063,54166,54166,run00322_00031.mid.lz4
16515,774552,53655,53655,775064,54167,54167,run00322_00031.mid.lz4
16516,774553,53656,53656,775065,54168,54168,run00322_00031.mid.lz4
16517,774554,53657,53657,775066,54169,54169,run00322_00031.mid.lz4
16518,774555,53658,53658,775067,54170,54170,run00322_00031.mid.lz4
16519,774556,53659,53659,775068,54171,54171,run00322_00031.mid.lz4
16520,774557,53660,53660,775069,54172,54172,run00322_00031.mid.lz4
16521,774558,53661,53661,775070,54173,54173,run00322_00031.mid.lz4
16522,774559,53662,53662,775071,54174,54174,run00322_00031.mid.lz4
16523,774560,53663,53663,775072,54175,54175,run00322_00031.mid.lz4
16524,774561,53664,53664,775073,54176,54176,run00322_00031.mid.lz4
16525,774562,53665,53665,775074,54177,54177,run00322_00031.mid.lz4
16526,774051,53154,53154,775075,54178,54178,run00322_00031.mid.lz4
16527,774052,53155,53155,775076,54179,54179,run00322_00031.mid.lz4
16528,774053,53156,53156,775077,54180,54180,run00322_00031.mid.lz4
16529,774054,53157,53157,775078,54181,54181,run00322_00031.mid.lz4
16530,774055,53158,53158,775079,54182,54182,run00322_00031.mid.lz4
16531,774056,53159,53159,775080,54183,54183,run00322_00031.mid.lz4
16532,774057,53160,53160,775081,54184,54184,run00322_00031.mid.lz4
16533,774058,53161,53161,775082,54185,54185,run00322_00031.mid.lz4
16534,774059,53162,53162,775083,54186,54186,run00322_00031.mid.lz4
16535,774060,53163,53163,775084,54187,54187,run00322_00031.mid.lz4
16536,774061,53164,53164,775085,54188,54188,run00322_00031.mid.lz4
16537,774062,53165,53165,775086,54189,54189,run00322_00031.mid.lz4
16538,774063,53166,53166,775087,54190,54190,run00322_00031.mid.lz4
16539,774064,53167,53167,775088,54191,54191,run00322_00031.mid.lz4
16540,774065,53168,53168,775089,54192,54192,run00322_00031.mid.lz4
16541,774066,53169,53169,775090,54193,54193,run00322_00031.mid.lz4
16542,774067,53170,53170,775091,54194,54194,run00322_00031.mid.lz4
16543,774068,53171,53171,775092,54195,54195,run00322_00031.mid.lz4
16544,774069,53172,53172,775093,54196,54196,run00322_00031.mid.lz4
16545,774070,53173,53173,775094,54197,54197,run00322_00031.mid.lz4
16546,774071,53174,53174,775095,54198,54198,run00322_00031.mid.lz4
16547,774072,53175,53175,775096,54199,54199,run00322_00031.mid.lz4
16548,774073,53176,53176,775097,54200,54200,run00322_00031.mid.lz4
16549,774074,53177,53177,775098,54201,54201,run00322_00031.mid.lz4
16550,774075,53178,53178,775099,54202,54202,run00322_00031.mid.lz4
16551,774076,53179,53179,775100,54203,54203,run00322_00031.mid.lz4
16552,774077,53180,53180,775101,54204,54204,run00322_00031.mid.lz4
16553,774078,53181,53181,775102,54205,54205,run00322_00031.mid.lz4
16554,774079,53182,53182,775103,54206,54206,run00322_00031.mid.lz4
16555,774080,53183,53183,775104,54207,54207,run00322_00031.mid.lz4
16556,774081,53184,53184,775105,54208,54208,run00322_00031.mid.lz4
16557,774082,53185,53185,775106,54209,54209,run00322_00031.mid.lz4
